bZIP29_1	bZIP29_2	bZIP29_3	WT_1	WT_2	WT_3
AT1G01020.1	13.5727390788326	14.1671426761817	12.9727029171751	14.8181737869517	15.9040169362625	11.3270622675928
AT1G01030.1	1.41723379939617	1.20145379585993	1.38543429212549	0.85902456735952	1.096828754225	0.859643118522669
AT1G01040.2	41.8629060744716	41.1998530830302	42.6965659118674	37.528635786519	34.8492408728761	48.6456870599298
AT1G01050.1	102.422396502516	98.3189689612045	92.0684061403395	104.210417827802	97.4183357161658	86.065446336799
AT1G01060.1	3.21603054478362	4.00484598619978	3.58953430232514	3.70454344673793	2.64236018063295	6.27033804098888
AT1G01070.1	8.2308578349547	17.8716252134165	14.9249057833519	7.99966628353553	8.82448588626477	13.8554243808948
AT1G01080.2	6.05049814357597	6.70811702688462	8.43855432476436	4.24143380133763	5.13515280387159	6.21977079872284
AT1G01090.1	246.380645125796	215.060229458928	203.343969512419	258.405327668836	258.053892357663	205.454705326918
AT1G01100.1	207.570242619255	239.289547675437	206.303760954687	305.544300802689	307.660465560112	179.311441075376
AT1G01110.2	21.9126148983562	15.1182935979042	15.8065457874317	24.1600659569865	24.6786469700625	17.7491020353798
AT1G01120.1	9.86612760348875	18.2721098120365	32.4947315789433	9.18082506365487	11.0679992471795	32.160766081201
AT1G01130.1	2.07134170680979	1.8522412686174	1.4484085781312	1.34222588649925	1.69509898380227	2.78119832463216
AT1G01140.3	10.7927804723247	11.9644773837718	12.6578314871465	4.2951228367976	4.28760331197045	8.84926739655689
AT1G01160.2	36.2484798691714	31.4881015664957	27.6457115565041	37.636013857439	37.29217764365	34.9419644058332
AT1G01170.1	1.96232372224086	2.60314989102985	2.33004858221105	0.91271360281949	1.096828754225	1.56758451024722
AT1G01180.1	5.50540822073129	12.5652042817018	13.2875743472036	4.61725704955742	6.0325581482375	12.0855709015834
AT1G01200.1	6.05049814357597	7.50908622412458	7.24204289065598	6.06686100697661	6.0325581482375	4.85445525753978
AT1G01210.1	13.6817570634015	13.4662946285967	11.9021400550781	20.9387238293883	17.2002691003466	12.844079535574
AT1G01220.1	40.5546902596444	38.3964608926903	33.8171915850631	35.6495195454201	44.2719969887182	35.3465023439615
AT1G01225.1	4.25170139818852	5.25636035688721	3.90440573235366	3.97298862403778	4.53688257429431	4.95558974207186
AT1G01230.1	42.5170139818852	47.0068797630199	43.0114373418959	41.4479353750969	45.4186815954079	38.6839403335201
AT1G01240.1	13.2456851251258	14.2172032510092	12.7837800591579	8.91237988635502	10.1207380503489	13.8048571386287
AT1G01260.1	26.4913702502516	26.482044083746	27.8346344145212	29.5826585384435	28.2184124950613	25.9915625247442
AT1G01290.1	16.298188693056	13.3161129041143	14.4211114953063	18.9522295173694	14.4581972147841	14.0576933499589
AT1G01300.1	75.6039722985574	84.8026137577803	71.5387889024799	81.3925777573145	75.880607451384	59.2648079357981
AT1G01320.1	21.8035969137873	17.120716591004	21.285308669928	21.3145470776081	19.1945031989375	20.6314348445441
AT1G01340.2	4.7967913210332	5.90714782964467	15.5546486434089	4.45618994317751	4.33745916443522	17.3445640972515
AT1G01350.1	30.3069997101643	26.0314989102985	29.4089915646638	32.7503116305817	30.5616375609057	30.9977195090821
AT1G01360.1	16.8432786159007	17.320958890314	17.7587486536086	12.8316794749328	15.7045935264034	17.3445640972515
AT1G01370.1	8.61242078094598	6.30763242826465	6.36040288657612	11.1673193756738	10.7688641323909	6.422039767787
AT1G01380.1	2.18035969137873	2.20266529240988	1.88922858017112	2.09387238293883	1.59538727887273	1.11247932985287
AT1G01420.1	0.163526976853405	0.951150921722447	1.38543429212549	0.05368903545997	0.498558524647727	0.960777603054748
AT1G01430.1	28.3446759879235	31.6382832909782	23.3634601081162	31.8912870632222	33.8521238235807	24.7779487103593
AT1G01440.1	21.5310519523649	21.2757443016863	24.3080743982018	19.703876013809	18.9452239366136	27.2557435813952
AT1G01450.1	8.33987581952364	7.75938909826207	9.25722004283851	8.16073338991544	8.17635980422272	8.69756566975877
AT1G01453.2	7.84929488896342	8.81066116963951	11.272397195021	2.63076273753853	1.096828754225	3.64084144315483
AT1G01470.1	17.2793505541764	36.243856175108	55.2284488270025	15.1939970351715	14.0094945426011	52.0842595340205
AT1G01480.1	6.10500713586044	7.50908622412458	17.7587486536086	4.45618994317751	5.88299059084318	15.0184709530137
AT1G01490.1	64.2115929111036	75.9418920133133	79.0327289371587	50.7361385096717	52.6477802028	64.6249356159983
AT1G01500.1	7.63125891982555	8.86072174446701	11.0834743370039	4.18774476587766	4.43717086936477	5.41069492246621
AT1G01510.1	66.3919526024823	56.2180255312794	53.4651688188428	73.392911473779	73.4875265330749	56.0285044307716
AT1G01520.1	0.327053953706809	0.200242299309989	0.503794288045633	0.59057939005967	0.448702672182954	0.75850863399059
AT1G01540.2	60.1779274820529	65.3290501498838	61.8407488576015	70.8695268071604	67.9036710570204	64.0686959510718
AT1G01550.1	117.793932326736	138.167186523892	170.408417931435	89.49962211177	98.8641554376442	158.275468292703
AT1G01570.1	2.3983956605166	2.95357391482233	2.26707429620535	1.55698202833913	1.69509898380227	1.9215552061095
AT1G01580.1	4.08817442133512	19.2733213085864	17.9476715116257	3.16765309213823	2.04408995105568	7.98962427803422
AT1G01610.1	2.12585069909426	2.90351333999484	6.42337717258182	0.37582324821979	0.348990967253409	11.9844364170513
AT1G01620.1	396.334882900368	407.24277622169	360.401838810645	474.181561182455	479.862579973437	447.823497508044
AT1G01630.1	57.6160048446829	65.8797164729863	62.2815688596414	58.7358047932072	60.1261580725159	66.0913856417134
AT1G01640.1	4.14268341361958	6.00726897929966	6.29742860057042	2.52338466661859	2.54264847570341	6.97827943271343
AT1G01650.1	36.5755338228782	38.9471272157928	35.9583173092571	35.0589401553604	43.0754565295636	30.5426143286878
AT1G01660.1	4.57875535189533	9.96205439067194	10.2648086189298	1.66436009925907	2.49279262323863	4.19708110808127
AT1G01670.1	0.92665286883596	1.40169609516992	1.63733143614831	1.6106710637991	1.6452431313375	1.1630465721189
AT1G01690.1	14.3358649708151	11.9144168089443	11.9021400550781	17.2878694181103	15.6547376739386	13.7037226540967
AT1G01700.1	0.708616899698087	0.90109034689495	1.19651143410838	1.50329299287916	1.84466654119659	0.455105180394354
AT1G01710.1	27.472532111372	29.6859208727058	31.4871430028521	28.1330545810243	28.4676917573852	33.8294850759803
AT1G01720.1	65.7378446950687	59.7723263440317	86.9045146878717	70.2789474171008	64.5633289418806	111.450201954351
AT1G01725.1	2.45290465280107	2.55308931620236	3.77845716034225	2.46969563115862	2.59250432816818	3.53970695862275
AT1G01730.1	21.5310519523649	21.1255625772038	20.0258229498139	19.0596075882894	23.9806650355557	18.6087451539025
AT1G01740.1	5.55991721301576	4.35527000999226	4.5971228784164	4.93939126231724	6.78039593520909	5.30956043793413
AT1G01750.1	50.7478718168399	69.8845624591861	60.0774688494418	41.9848257296966	38.4887181028045	51.8819905649564
AT1G01760.1	5.94148015900704	4.95599690792222	4.28225144838788	6.12055004243658	6.08241400070227	4.60161904620958
AT1G01770.1	11.8284513257296	13.8667792272167	17.5068515095858	11.2746974465937	10.8685758373204	19.4683882724251
AT1G01780.1	21.2039979986581	28.4844670768459	27.3308401264756	31.3007076731625	27.0717278883716	31.3011229626784
